uuid,scenario,round,profile,trust,ethnicity,age,class,education,sex,choice,selected
uuid:84e7e68e-cad3-475f-af55-73868b7ff438,1,3,A,5,Bosniak,49,Middle,None,Male,A,1
uuid:84e7e68e-cad3-475f-af55-73868b7ff438,1,3,B,4,Croat,49,Middle,Primary school,Male,A,0
uuid:84e7e68e-cad3-475f-af55-73868b7ff438,2,1,A,5,Bosniak,23,Lower,None,Female,A,1
uuid:84e7e68e-cad3-475f-af55-73868b7ff438,2,1,B,4,Croat,23,Lower,University,Male,A,0
uuid:84e7e68e-cad3-475f-af55-73868b7ff438,2,2,A,4,Bosniak,23,Upper,None,Female,B,0
uuid:84e7e68e-cad3-475f-af55-73868b7ff438,2,2,B,5,Bosniak,49,Upper,None,Male,B,1
uuid:84e7e68e-cad3-475f-af55-73868b7ff438,2,3,A,5,Serb,49,Lower,Primary school,Female,A,1
uuid:84e7e68e-cad3-475f-af55-73868b7ff438,2,3,B,4,Bosniak,49,Lower,Primary school,Male,A,0
uuid:94a9f824-9ac0-4690-8d40-7e92ae31fe01,1,1,A,4,Croat,23,Middle,University,Female,B,0
uuid:94a9f824-9ac0-4690-8d40-7e92ae31fe01,1,1,B,5,Serb,67,Middle,None,Female,B,1
uuid:94a9f824-9ac0-4690-8d40-7e92ae31fe01,1,2,A,4,Bosniak,67,Upper,University,Male,A,1
uuid:94a9f824-9ac0-4690-8d40-7e92ae31fe01,1,2,B,3,Croat,23,Lower,Primary school,Female,A,0
uuid:94a9f824-9ac0-4690-8d40-7e92ae31fe01,1,3,A,3,Croat,67,Upper,Primary school,Male,B,0
uuid:94a9f824-9ac0-4690-8d40-7e92ae31fe01,1,3,B,5,Croat,67,Lower,Primary school,Female,B,1
uuid:94a9f824-9ac0-4690-8d40-7e92ae31fe01,2,1,A,4,Croat,23,Upper,University,Male,A,1
uuid:94a9f824-9ac0-4690-8d40-7e92ae31fe01,2,1,B,3,Croat,49,Upper,Primary school,Male,A,0
uuid:94a9f824-9ac0-4690-8d40-7e92ae31fe01,2,2,A,3,Bosniak,67,Middle,University,Male,B,0
uuid:94a9f824-9ac0-4690-8d40-7e92ae31fe01,2,2,B,4,Serb,67,Lower,Primary school,Male,B,1
uuid:94a9f824-9ac0-4690-8d40-7e92ae31fe01,2,3,A,4,Serb,67,Upper,Primary school,Female,A,1
uuid:94a9f824-9ac0-4690-8d40-7e92ae31fe01,2,3,B,3,Serb,49,Lower,University,Male,A,0
uuid:7b8fdaa7-84b8-4a3e-962f-cc35a965768c,1,1,A,5,Croat,23,Middle,University,Male,A,1
uuid:7b8fdaa7-84b8-4a3e-962f-cc35a965768c,1,1,B,3,Serb,49,Lower,University,Male,A,0
uuid:7b8fdaa7-84b8-4a3e-962f-cc35a965768c,1,2,A,4,Bosniak,23,Middle,University,Female,A,1
uuid:7b8fdaa7-84b8-4a3e-962f-cc35a965768c,1,2,B,3,Croat,23,Upper,University,Male,A,0
uuid:7b8fdaa7-84b8-4a3e-962f-cc35a965768c,1,3,A,5,Bosniak,49,Lower,None,Female,A,1
uuid:7b8fdaa7-84b8-4a3e-962f-cc35a965768c,1,3,B,4,Croat,67,Upper,None,Male,A,0
uuid:7b8fdaa7-84b8-4a3e-962f-cc35a965768c,2,1,A,4,Bosniak,49,Lower,University,Male,B,0
uuid:7b8fdaa7-84b8-4a3e-962f-cc35a965768c,2,1,B,5,Croat,67,Lower,Primary school,Female,B,1
uuid:7b8fdaa7-84b8-4a3e-962f-cc35a965768c,2,2,A,5,Croat,67,Lower,Primary school,Female,A,1
uuid:7b8fdaa7-84b8-4a3e-962f-cc35a965768c,2,2,B,4,Bosniak,23,Middle,University,Female,A,0
uuid:7b8fdaa7-84b8-4a3e-962f-cc35a965768c,2,3,A,5,Serb,67,Middle,None,Male,A,1
uuid:7b8fdaa7-84b8-4a3e-962f-cc35a965768c,2,3,B,4,Croat,49,Lower,University,Male,A,0
uuid:8d5961ad-dae3-464e-bf6b-5ca3026b8f1a,1,1,A,5,Bosniak,23,Middle,Primary school,Female,A,1
uuid:8d5961ad-dae3-464e-bf6b-5ca3026b8f1a,1,1,B,4,Serb,23,Upper,Primary school,Male,A,0
uuid:8d5961ad-dae3-464e-bf6b-5ca3026b8f1a,1,2,A,3,Bosniak,67,Lower,Primary school,Female,B,0
uuid:8d5961ad-dae3-464e-bf6b-5ca3026b8f1a,1,2,B,5,Bosniak,67,Lower,Primary school,Female,B,1
uuid:8d5961ad-dae3-464e-bf6b-5ca3026b8f1a,1,3,A,5,Croat,49,Lower,None,Female,A,1
uuid:8d5961ad-dae3-464e-bf6b-5ca3026b8f1a,1,3,B,3,Serb,23,Middle,University,Female,A,0
uuid:8d5961ad-dae3-464e-bf6b-5ca3026b8f1a,2,1,A,5,Serb,67,Lower,Primary school,Male,B,0
uuid:8d5961ad-dae3-464e-bf6b-5ca3026b8f1a,2,1,B,4,Serb,67,Lower,University,Female,B,1
uuid:8d5961ad-dae3-464e-bf6b-5ca3026b8f1a,2,2,A,5,Serb,67,Lower,None,Male,A,1
uuid:8d5961ad-dae3-464e-bf6b-5ca3026b8f1a,2,2,B,2,Croat,67,Upper,Primary school,Female,A,0
uuid:8d5961ad-dae3-464e-bf6b-5ca3026b8f1a,2,3,A,3,Croat,49,Lower,University,Female,A,1
uuid:8d5961ad-dae3-464e-bf6b-5ca3026b8f1a,2,3,B,2,Serb,49,Lower,None,Female,A,0
uuid:36164c6e-c7a9-4453-ae09-df6b0b0a8bf9,1,1,A,3,Croat,23,Middle,None,Female,B,0
uuid:36164c6e-c7a9-4453-ae09-df6b0b0a8bf9,1,1,B,4,Croat,67,Upper,University,Female,B,1
uuid:36164c6e-c7a9-4453-ae09-df6b0b0a8bf9,1,2,A,4,Croat,67,Middle,University,Male,A,1
uuid:36164c6e-c7a9-4453-ae09-df6b0b0a8bf9,1,2,B,3,Bosniak,49,Upper,Primary school,Male,A,0
uuid:36164c6e-c7a9-4453-ae09-df6b0b0a8bf9,1,3,A,5,Serb,49,Lower,Primary school,Male,A,1
uuid:36164c6e-c7a9-4453-ae09-df6b0b0a8bf9,1,3,B,3,Croat,23,Upper,Primary school,Male,A,0
uuid:36164c6e-c7a9-4453-ae09-df6b0b0a8bf9,2,1,A,4,Bosniak,23,Upper,Primary school,Female,A,1
uuid:36164c6e-c7a9-4453-ae09-df6b0b0a8bf9,2,1,B,3,Bosniak,23,Lower,Primary school,Male,A,0
uuid:36164c6e-c7a9-4453-ae09-df6b0b0a8bf9,2,2,A,3,Serb,49,Upper,None,Male,B,0
uuid:36164c6e-c7a9-4453-ae09-df6b0b0a8bf9,2,2,B,5,Croat,49,Lower,Primary school,Male,B,1
uuid:36164c6e-c7a9-4453-ae09-df6b0b0a8bf9,2,3,A,3,Serb,49,Upper,University,Male,B,0
uuid:36164c6e-c7a9-4453-ae09-df6b0b0a8bf9,2,3,B,5,Croat,67,Lower,Primary school,Female,B,1
uuid:2f6f7ee9-6cf5-4163-8017-8a8b1a0f15ff,1,1,A,4,Croat,49,Lower,University,Female,A,1
uuid:2f6f7ee9-6cf5-4163-8017-8a8b1a0f15ff,1,1,B,1,Serb,49,Lower,University,Male,A,0
uuid:2f6f7ee9-6cf5-4163-8017-8a8b1a0f15ff,1,2,A,1,Croat,49,Lower,Primary school,Male,B,0
uuid:2f6f7ee9-6cf5-4163-8017-8a8b1a0f15ff,1,2,B,3,Bosniak,67,Upper,University,Female,B,1
uuid:2f6f7ee9-6cf5-4163-8017-8a8b1a0f15ff,1,3,A,2,Croat,67,Middle,University,Female,A,1
uuid:2f6f7ee9-6cf5-4163-8017-8a8b1a0f15ff,1,3,B,1,Serb,67,Lower,None,Male,A,0
uuid:2f6f7ee9-6cf5-4163-8017-8a8b1a0f15ff,2,1,A,1,Croat,23,Lower,University,Female,B,0
uuid:2f6f7ee9-6cf5-4163-8017-8a8b1a0f15ff,2,1,B,3,Bosniak,67,Middle,Primary school,Male,B,1
uuid:2f6f7ee9-6cf5-4163-8017-8a8b1a0f15ff,2,2,A,2,Serb,67,Upper,None,Male,A,1
uuid:2f6f7ee9-6cf5-4163-8017-8a8b1a0f15ff,2,2,B,1,Serb,49,Middle,University,Male,A,0
uuid:2f6f7ee9-6cf5-4163-8017-8a8b1a0f15ff,2,3,A,3,Croat,67,Middle,Primary school,Female,A,1
uuid:2f6f7ee9-6cf5-4163-8017-8a8b1a0f15ff,2,3,B,1,Bosniak,49,Middle,Primary school,Female,A,0
uuid:88aba973-f84e-4c65-ae8e-7906858a4ea6,1,1,A,3,Bosniak,49,Lower,University,Female,A,1
uuid:88aba973-f84e-4c65-ae8e-7906858a4ea6,1,1,B,1,Serb,67,Upper,Primary school,Female,A,0
uuid:88aba973-f84e-4c65-ae8e-7906858a4ea6,1,2,A,2,Bosniak,23,Middle,Primary school,Male,A,1
uuid:88aba973-f84e-4c65-ae8e-7906858a4ea6,1,2,B,1,Serb,23,Middle,Primary school,Male,A,0
uuid:88aba973-f84e-4c65-ae8e-7906858a4ea6,1,3,A,2,Serb,67,Upper,University,Female,A,1
uuid:88aba973-f84e-4c65-ae8e-7906858a4ea6,1,3,B,1,Croat,23,Lower,Primary school,Female,A,0
uuid:88aba973-f84e-4c65-ae8e-7906858a4ea6,2,1,A,2,Croat,23,Upper,Primary school,Female,B,0
uuid:88aba973-f84e-4c65-ae8e-7906858a4ea6,2,1,B,2,Serb,67,Upper,University,Female,B,1
uuid:88aba973-f84e-4c65-ae8e-7906858a4ea6,2,2,A,2,Bosniak,49,Upper,University,Female,A,1
uuid:88aba973-f84e-4c65-ae8e-7906858a4ea6,2,2,B,1,Bosniak,23,Lower,Primary school,Male,A,0
uuid:88aba973-f84e-4c65-ae8e-7906858a4ea6,2,3,A,2,Croat,67,Middle,Primary school,Female,A,1
uuid:88aba973-f84e-4c65-ae8e-7906858a4ea6,2,3,B,1,Croat,67,Lower,None,Female,A,0
uuid:6ae85eae-3e95-4718-829b-20f2fd0fad15,1,1,A,2,Bosniak,67,Lower,University,Female,A,1
uuid:6ae85eae-3e95-4718-829b-20f2fd0fad15,1,1,B,1,Serb,23,Middle,None,Female,A,0
uuid:6ae85eae-3e95-4718-829b-20f2fd0fad15,1,2,A,2,Croat,67,Middle,University,Male,A,1
uuid:6ae85eae-3e95-4718-829b-20f2fd0fad15,1,2,B,1,Croat,49,Middle,University,Male,A,0
uuid:6ae85eae-3e95-4718-829b-20f2fd0fad15,1,3,A,2,Croat,49,Lower,Primary school,Male,B,0
uuid:6ae85eae-3e95-4718-829b-20f2fd0fad15,1,3,B,3,Serb,67,Lower,None,Female,B,1
uuid:6ae85eae-3e95-4718-829b-20f2fd0fad15,2,1,A,1,Croat,67,Upper,None,Female,A,1
uuid:6ae85eae-3e95-4718-829b-20f2fd0fad15,2,1,B,2,Bosniak,49,Upper,University,Female,A,0
uuid:6ae85eae-3e95-4718-829b-20f2fd0fad15,2,2,A,1,Serb,23,Lower,Primary school,Male,B,0
uuid:6ae85eae-3e95-4718-829b-20f2fd0fad15,2,2,B,2,Croat,49,Lower,None,Female,B,1
uuid:6ae85eae-3e95-4718-829b-20f2fd0fad15,2,3,A,1,Serb,49,Lower,None,Male,B,0
uuid:6ae85eae-3e95-4718-829b-20f2fd0fad15,2,3,B,2,Croat,49,Lower,Primary school,Male,B,1
uuid:b473b905-6d16-4329-b3e4-b71bf47fdbd1,1,1,A,2,Bosniak,67,Middle,Primary school,Male,A,1
uuid:b473b905-6d16-4329-b3e4-b71bf47fdbd1,1,1,B,1,Croat,67,Upper,University,Female,A,0
uuid:b473b905-6d16-4329-b3e4-b71bf47fdbd1,1,2,A,1,Serb,49,Lower,None,Male,B,0
uuid:b473b905-6d16-4329-b3e4-b71bf47fdbd1,1,2,B,2,Serb,49,Middle,Primary school,Female,B,1
uuid:b473b905-6d16-4329-b3e4-b71bf47fdbd1,1,3,A,1,Serb,49,Upper,Primary school,Female,B,0
uuid:b473b905-6d16-4329-b3e4-b71bf47fdbd1,1,3,B,2,Croat,49,Lower,None,Female,B,1
uuid:b473b905-6d16-4329-b3e4-b71bf47fdbd1,2,1,A,2,Croat,67,Lower,None,Male,A,1
uuid:b473b905-6d16-4329-b3e4-b71bf47fdbd1,2,1,B,1,Serb,23,Middle,Primary school,Female,A,0
uuid:b473b905-6d16-4329-b3e4-b71bf47fdbd1,2,2,A,1,Croat,23,Middle,University,Male,B,0
uuid:b473b905-6d16-4329-b3e4-b71bf47fdbd1,2,2,B,2,Croat,49,Middle,Primary school,Male,B,1
uuid:b473b905-6d16-4329-b3e4-b71bf47fdbd1,2,3,A,1,Serb,23,Lower,Primary school,Male,B,0
uuid:b473b905-6d16-4329-b3e4-b71bf47fdbd1,2,3,B,2,Serb,49,Lower,Primary school,Female,B,1
uuid:b122e482-441c-4f13-b402-29e1d5587f6b,1,1,A,2,Bosniak,49,Lower,None,Male,A,1
uuid:b122e482-441c-4f13-b402-29e1d5587f6b,1,1,B,1,Serb,23,Middle,None,Male,A,0
uuid:b122e482-441c-4f13-b402-29e1d5587f6b,1,2,A,1,Croat,67,Lower,University,Male,B,0
uuid:b122e482-441c-4f13-b402-29e1d5587f6b,1,2,B,2,Bosniak,49,Upper,Primary school,Male,B,1
uuid:b122e482-441c-4f13-b402-29e1d5587f6b,1,3,A,2,Bosniak,67,Lower,None,Male,A,1
uuid:b122e482-441c-4f13-b402-29e1d5587f6b,1,3,B,1,Croat,23,Upper,Primary school,Female,A,0
uuid:b122e482-441c-4f13-b402-29e1d5587f6b,2,1,A,1,Serb,67,Lower,None,Female,B,0
uuid:b122e482-441c-4f13-b402-29e1d5587f6b,2,1,B,2,Serb,67,Middle,University,Female,B,1
uuid:b122e482-441c-4f13-b402-29e1d5587f6b,2,2,A,2,Bosniak,67,Lower,University,Female,A,1
uuid:b122e482-441c-4f13-b402-29e1d5587f6b,2,2,B,1,Serb,67,Middle,None,Male,A,0
uuid:b122e482-441c-4f13-b402-29e1d5587f6b,2,3,A,2,Croat,67,Lower,University,Female,A,1
uuid:b122e482-441c-4f13-b402-29e1d5587f6b,2,3,B,1,Croat,23,Upper,None,Male,A,0
uuid:7f65de87-ed7d-468f-b00c-bf03fef3d05d,1,1,A,3,Croat,67,Middle,University,Male,B,0
uuid:7f65de87-ed7d-468f-b00c-bf03fef3d05d,1,1,B,5,Serb,49,Lower,None,Male,B,1
uuid:7f65de87-ed7d-468f-b00c-bf03fef3d05d,1,2,A,5,Bosniak,49,Upper,Primary school,Male,A,1
uuid:7f65de87-ed7d-468f-b00c-bf03fef3d05d,1,2,B,2,Croat,67,Upper,None,Male,A,0
uuid:7f65de87-ed7d-468f-b00c-bf03fef3d05d,1,3,A,3,Croat,67,Lower,Primary school,Female,B,0
uuid:7f65de87-ed7d-468f-b00c-bf03fef3d05d,1,3,B,6,Bosniak,67,Upper,University,Female,B,1
uuid:7f65de87-ed7d-468f-b00c-bf03fef3d05d,2,1,A,3,Bosniak,67,Middle,Primary school,Female,B,0
uuid:7f65de87-ed7d-468f-b00c-bf03fef3d05d,2,1,B,5,Bosniak,23,Middle,University,Male,B,1
uuid:7f65de87-ed7d-468f-b00c-bf03fef3d05d,2,2,A,3,Bosniak,67,Upper,University,Female,B,0
uuid:7f65de87-ed7d-468f-b00c-bf03fef3d05d,2,2,B,5,Bosniak,23,Middle,None,Female,B,1
uuid:7f65de87-ed7d-468f-b00c-bf03fef3d05d,2,3,A,4,Serb,23,Middle,None,Male,A,1
uuid:7f65de87-ed7d-468f-b00c-bf03fef3d05d,2,3,B,2,Croat,49,Lower,University,Female,A,0
uuid:39d42982-c374-48cd-9b2b-22462f107b50,1,1,A,5,Croat,23,Middle,Primary school,Female,A,1
uuid:39d42982-c374-48cd-9b2b-22462f107b50,1,1,B,3,Croat,67,Middle,University,Female,A,0
uuid:39d42982-c374-48cd-9b2b-22462f107b50,1,2,A,4,Serb,23,Lower,University,Male,A,1
uuid:39d42982-c374-48cd-9b2b-22462f107b50,1,2,B,2,Serb,67,Middle,Primary school,Female,A,0
uuid:39d42982-c374-48cd-9b2b-22462f107b50,1,3,A,4,Croat,23,Lower,Primary school,Female,B,0
uuid:39d42982-c374-48cd-9b2b-22462f107b50,1,3,B,6,Serb,23,Upper,University,Female,B,1
uuid:39d42982-c374-48cd-9b2b-22462f107b50,2,1,A,3,Croat,67,Middle,None,Female,B,0
uuid:39d42982-c374-48cd-9b2b-22462f107b50,2,1,B,4,Croat,23,Middle,University,Male,B,1
uuid:39d42982-c374-48cd-9b2b-22462f107b50,2,2,A,3,Serb,67,Middle,University,Male,B,0
uuid:39d42982-c374-48cd-9b2b-22462f107b50,2,2,B,5,Bosniak,23,Middle,Primary school,Male,B,1
uuid:39d42982-c374-48cd-9b2b-22462f107b50,2,3,A,3,Serb,67,Upper,Primary school,Female,B,0
uuid:39d42982-c374-48cd-9b2b-22462f107b50,2,3,B,5,Serb,49,Middle,University,Male,B,1
uuid:bbf2e3fd-18c3-43f8-9a52-e99dc3e0de77,1,1,A,3,Croat,49,Upper,University,Male,B,0
uuid:bbf2e3fd-18c3-43f8-9a52-e99dc3e0de77,1,1,B,5,Bosniak,67,Lower,Primary school,Male,B,1
uuid:bbf2e3fd-18c3-43f8-9a52-e99dc3e0de77,1,2,A,3,Bosniak,49,Upper,Primary school,Male,B,0
uuid:bbf2e3fd-18c3-43f8-9a52-e99dc3e0de77,1,2,B,4,Serb,67,Middle,None,Male,B,1
uuid:bbf2e3fd-18c3-43f8-9a52-e99dc3e0de77,1,3,A,3,Bosniak,67,Middle,University,Male,A,1
uuid:bbf2e3fd-18c3-43f8-9a52-e99dc3e0de77,1,3,B,2,Bosniak,49,Lower,None,Male,A,0
uuid:bbf2e3fd-18c3-43f8-9a52-e99dc3e0de77,2,1,A,3,Serb,67,Lower,None,Male,A,1
uuid:bbf2e3fd-18c3-43f8-9a52-e99dc3e0de77,2,1,B,2,Bosniak,67,Upper,Primary school,Male,A,0
uuid:bbf2e3fd-18c3-43f8-9a52-e99dc3e0de77,2,2,A,4,Bosniak,49,Upper,Primary school,Male,B,0
uuid:bbf2e3fd-18c3-43f8-9a52-e99dc3e0de77,2,2,B,5,Serb,49,Middle,University,Male,B,1
uuid:bbf2e3fd-18c3-43f8-9a52-e99dc3e0de77,2,3,A,3,Serb,67,Upper,None,Female,A,1
uuid:bbf2e3fd-18c3-43f8-9a52-e99dc3e0de77,2,3,B,2,Bosniak,49,Middle,None,Female,A,0
uuid:19ce92b8-d10d-4df8-b744-430abab06603,1,1,A,5,Croat,23,Upper,None,Female,A,1
uuid:19ce92b8-d10d-4df8-b744-430abab06603,1,1,B,3,Serb,49,Upper,University,Female,A,0
uuid:19ce92b8-d10d-4df8-b744-430abab06603,1,2,A,3,Serb,49,Lower,Primary school,Male,B,0
uuid:19ce92b8-d10d-4df8-b744-430abab06603,1,2,B,5,Bosniak,49,Middle,None,Male,B,1
uuid:19ce92b8-d10d-4df8-b744-430abab06603,1,3,A,3,Bosniak,23,Middle,University,Female,B,0
uuid:19ce92b8-d10d-4df8-b744-430abab06603,1,3,B,6,Bosniak,23,Middle,University,Male,B,1
uuid:19ce92b8-d10d-4df8-b744-430abab06603,2,1,A,5,Serb,23,Upper,University,Female,A,1
uuid:19ce92b8-d10d-4df8-b744-430abab06603,2,1,B,3,Serb,49,Middle,University,Female,A,0
uuid:19ce92b8-d10d-4df8-b744-430abab06603,2,2,A,3,Serb,67,Middle,None,Female,B,0
uuid:19ce92b8-d10d-4df8-b744-430abab06603,2,2,B,4,Bosniak,49,Lower,Primary school,Male,B,1
uuid:19ce92b8-d10d-4df8-b744-430abab06603,2,3,A,3,Serb,49,Lower,University,Male,B,0
uuid:19ce92b8-d10d-4df8-b744-430abab06603,2,3,B,5,Croat,23,Upper,Primary school,Male,B,1
uuid:eeac6ff8-cc28-423e-8b19-cab7e087f434,1,1,A,5,Croat,67,Lower,Primary school,Female,A,1
uuid:eeac6ff8-cc28-423e-8b19-cab7e087f434,1,1,B,4,Serb,67,Lower,University,Male,A,0
uuid:eeac6ff8-cc28-423e-8b19-cab7e087f434,1,2,A,5,Bosniak,23,Middle,University,Male,A,1
uuid:eeac6ff8-cc28-423e-8b19-cab7e087f434,1,2,B,2,Serb,23,Lower,University,Female,A,0
uuid:eeac6ff8-cc28-423e-8b19-cab7e087f434,1,3,A,3,Serb,67,Upper,None,Male,B,0
uuid:eeac6ff8-cc28-423e-8b19-cab7e087f434,1,3,B,6,Bosniak,67,Middle,None,Female,B,1
uuid:eeac6ff8-cc28-423e-8b19-cab7e087f434,2,1,A,4,Croat,49,Middle,Primary school,Male,A,1
uuid:eeac6ff8-cc28-423e-8b19-cab7e087f434,2,1,B,3,Serb,67,Lower,None,Female,A,0
uuid:eeac6ff8-cc28-423e-8b19-cab7e087f434,2,2,A,3,Croat,49,Upper,None,Female,B,0
uuid:eeac6ff8-cc28-423e-8b19-cab7e087f434,2,2,B,5,Bosniak,23,Middle,Primary school,Female,B,1
uuid:eeac6ff8-cc28-423e-8b19-cab7e087f434,2,3,A,5,Serb,49,Upper,University,Male,A,1
uuid:eeac6ff8-cc28-423e-8b19-cab7e087f434,2,3,B,3,Croat,67,Middle,Primary school,Male,A,0
uuid:66eafcef-c402-444e-8d20-7be7bb287cf5,1,1,A,3,Bosniak,67,Upper,Primary school,Female,A,1
uuid:66eafcef-c402-444e-8d20-7be7bb287cf5,1,1,B,2,Croat,23,Upper,University,Female,A,0
uuid:66eafcef-c402-444e-8d20-7be7bb287cf5,1,2,A,3,Bosniak,23,Lower,None,Female,A,1
uuid:66eafcef-c402-444e-8d20-7be7bb287cf5,1,2,B,2,Bosniak,23,Lower,None,Male,A,0
uuid:66eafcef-c402-444e-8d20-7be7bb287cf5,1,3,A,2,Bosniak,67,Middle,None,Male,B,0
uuid:66eafcef-c402-444e-8d20-7be7bb287cf5,1,3,B,3,Bosniak,67,Middle,University,Female,B,1
uuid:66eafcef-c402-444e-8d20-7be7bb287cf5,2,1,A,2,Serb,23,Upper,Primary school,Female,B,0
uuid:66eafcef-c402-444e-8d20-7be7bb287cf5,2,1,B,3,Serb,23,Upper,University,Female,B,1
uuid:66eafcef-c402-444e-8d20-7be7bb287cf5,2,2,A,3,Croat,67,Lower,None,Male,A,1
uuid:66eafcef-c402-444e-8d20-7be7bb287cf5,2,2,B,2,Serb,49,Lower,Primary school,Male,A,0
uuid:66eafcef-c402-444e-8d20-7be7bb287cf5,2,3,A,2,Serb,67,Upper,None,Male,B,0
uuid:66eafcef-c402-444e-8d20-7be7bb287cf5,2,3,B,3,Bosniak,67,Lower,None,Male,B,1
uuid:1fe6794b-7b04-4325-a99a-ceecd404a3ec,1,1,A,2,Croat,49,Upper,Primary school,Male,B,0
uuid:1fe6794b-7b04-4325-a99a-ceecd404a3ec,1,1,B,3,Bosniak,67,Upper,Primary school,Female,B,1
uuid:1fe6794b-7b04-4325-a99a-ceecd404a3ec,1,2,A,3,Serb,49,Middle,Primary school,Female,A,1
uuid:1fe6794b-7b04-4325-a99a-ceecd404a3ec,1,2,B,2,Serb,67,Upper,Primary school,Male,A,0
uuid:1fe6794b-7b04-4325-a99a-ceecd404a3ec,1,3,A,2,Bosniak,67,Upper,None,Male,B,0
uuid:1fe6794b-7b04-4325-a99a-ceecd404a3ec,1,3,B,3,Bosniak,67,Upper,Primary school,Male,B,1
uuid:1fe6794b-7b04-4325-a99a-ceecd404a3ec,2,1,A,2,Croat,49,Middle,None,Female,B,0
uuid:1fe6794b-7b04-4325-a99a-ceecd404a3ec,2,1,B,3,Serb,23,Middle,University,Female,B,1
uuid:1fe6794b-7b04-4325-a99a-ceecd404a3ec,2,2,A,2,Serb,49,Upper,None,Female,B,0
uuid:1fe6794b-7b04-4325-a99a-ceecd404a3ec,2,2,B,3,Bosniak,49,Lower,Primary school,Female,B,1
uuid:1fe6794b-7b04-4325-a99a-ceecd404a3ec,2,3,A,2,Serb,67,Upper,None,Female,B,0
uuid:1fe6794b-7b04-4325-a99a-ceecd404a3ec,2,3,B,3,Croat,23,Lower,University,Male,B,1
uuid:d0a7ab03-844e-427f-8615-82b07f3bdb60,1,1,A,3,Croat,49,Upper,University,Male,A,1
uuid:d0a7ab03-844e-427f-8615-82b07f3bdb60,1,1,B,3,Croat,23,Lower,Primary school,Female,A,0
uuid:d0a7ab03-844e-427f-8615-82b07f3bdb60,1,2,A,3,Croat,49,Middle,University,Female,A,1
uuid:d0a7ab03-844e-427f-8615-82b07f3bdb60,1,2,B,3,Croat,49,Lower,None,Male,A,0
uuid:d0a7ab03-844e-427f-8615-82b07f3bdb60,1,3,A,3,Serb,67,Lower,Primary school,Male,B,0
uuid:d0a7ab03-844e-427f-8615-82b07f3bdb60,1,3,B,3,Croat,67,Lower,Primary school,Male,B,1
uuid:d0a7ab03-844e-427f-8615-82b07f3bdb60,2,1,A,3,Bosniak,23,Upper,Primary school,Female,A,1
uuid:d0a7ab03-844e-427f-8615-82b07f3bdb60,2,1,B,3,Croat,49,Upper,Primary school,Male,A,0
uuid:d0a7ab03-844e-427f-8615-82b07f3bdb60,2,2,A,3,Serb,49,Upper,None,Male,B,0
uuid:d0a7ab03-844e-427f-8615-82b07f3bdb60,2,2,B,3,Serb,49,Middle,Primary school,Male,B,1
uuid:d0a7ab03-844e-427f-8615-82b07f3bdb60,2,3,A,3,Bosniak,23,Lower,University,Female,A,1
uuid:d0a7ab03-844e-427f-8615-82b07f3bdb60,2,3,B,3,Bosniak,49,Upper,Primary school,Male,A,0
uuid:c90c6188-c32e-4b6b-a331-58097ac77ab5,1,1,A,2,Bosniak,67,Middle,None,Male,B,0
uuid:c90c6188-c32e-4b6b-a331-58097ac77ab5,1,1,B,2,Croat,49,Upper,University,Female,B,1
uuid:c90c6188-c32e-4b6b-a331-58097ac77ab5,1,2,A,2,Bosniak,23,Upper,Primary school,Male,A,1
uuid:c90c6188-c32e-4b6b-a331-58097ac77ab5,1,2,B,2,Serb,49,Upper,University,Male,A,0
uuid:c90c6188-c32e-4b6b-a331-58097ac77ab5,1,3,A,2,Bosniak,67,Lower,Primary school,Male,A,1
uuid:c90c6188-c32e-4b6b-a331-58097ac77ab5,1,3,B,2,Serb,49,Middle,University,Male,A,0
uuid:c90c6188-c32e-4b6b-a331-58097ac77ab5,2,1,A,2,Serb,49,Upper,None,Female,B,0
uuid:c90c6188-c32e-4b6b-a331-58097ac77ab5,2,1,B,2,Bosniak,49,Lower,University,Female,B,1
uuid:c90c6188-c32e-4b6b-a331-58097ac77ab5,2,2,A,2,Croat,23,Middle,Primary school,Female,B,0
uuid:c90c6188-c32e-4b6b-a331-58097ac77ab5,2,2,B,2,Bosniak,49,Upper,University,Female,B,1
uuid:c90c6188-c32e-4b6b-a331-58097ac77ab5,2,3,A,2,Croat,23,Upper,None,Female,A,1
uuid:c90c6188-c32e-4b6b-a331-58097ac77ab5,2,3,B,2,Serb,23,Upper,University,Female,A,0
uuid:c2d5f75f-3c61-4796-a30c-53575ff19b94,1,1,A,4,Croat,49,Middle,Primary school,Male,A,1
uuid:c2d5f75f-3c61-4796-a30c-53575ff19b94,1,1,B,2,Serb,23,Lower,None,Female,A,0
uuid:c2d5f75f-3c61-4796-a30c-53575ff19b94,1,2,A,4,Bosniak,49,Middle,University,Female,A,1
uuid:c2d5f75f-3c61-4796-a30c-53575ff19b94,1,2,B,2,Serb,67,Lower,Primary school,Female,A,0
uuid:c2d5f75f-3c61-4796-a30c-53575ff19b94,1,3,A,3,Serb,67,Upper,University,Male,A,1
uuid:c2d5f75f-3c61-4796-a30c-53575ff19b94,1,3,B,2,Serb,67,Lower,Primary school,Female,A,0
uuid:c2d5f75f-3c61-4796-a30c-53575ff19b94,2,1,A,3,Serb,67,Middle,Primary school,Female,B,0
